"gene_id","gene_name","bmp4_rep1","bmp4_rep2","bmp4_rep3","bmp4_tgfb2_rep1","bmp4_tgfb2_rep2","bmp4_tgfb2_rep3","nontreated_rep1","nontreated_rep2","nontreated_rep3","tgfb2_rep1","tgfb2_rep2","tgfb2_rep3"
"ENSMUSG00000001323.17","Srr",503.812,326.083,240.453,796.97,490.138,397.983,436.514,270.797,239.034,865.336,500.851,444.337
"ENSMUSG00000001333.9","Sync",204.082,194.282,133.759,119.331,107.808,53.204,265.506,397.955,193.15,174.85,124.786,93.447
"ENSMUSG00000001334.9","Fndc5",88,65,27,80,58,31,183,108.02,53,124,38,58
"ENSMUSG00000001348.15","Acp5",99,90,134,123,102,151,234,249,132,170.999,207,234
"ENSMUSG00000001349.5","Cnn1",9,20,28.821,10,19,15,8,27,19,26,24,27
"ENSMUSG00000001366.14","Fbxo9",914,593,598,872,699.001,626,870,818,733.999,1056,802.001,854
"ENSMUSG00000001376.17","Vps50",1861.673,1344,1187.999,1546,1236.999,1157,1891.106,1391.042,1275,1925.999,1241,1400.051
"ENSMUSG00000001380.7","Hars",3442.434,3849.479,3722.737,3171.97,2480.548,2718.369,3317.481,5353.459,4802.318,3193.346,3071.171,3348.844
"ENSMUSG00000001383.9","Zmat2",3336,2939,2590.155,2720,2314,2339,2449.001,2802.85,2516.221,3046.198,2975,2490.955
"ENSMUSG00000001403.13","Ube2c",7466.585,8663.502,7850.36,611.343,3845.102,5085.937,5705.453,8994.33,8304.087,1295.345,6362.364,5808.151
"ENSMUSG00000001415.10","Smg5",2138,1920.999,1873.001,2672.999,1839,2048,2306.001,2467.759,2274.983,3516.353,2041,2567
"ENSMUSG00000001416.13","Cct3",11703.371,11142.718,12663.336,12072.028,8983.107,11828.563,11158.735,16405.61,15265.429,13811.397,10039.063,13701.012
"ENSMUSG00000001418.13","Glmp",8439.524,4983.194,4141.734,7542.07,5368.563,4506.774,6357.067,3689.481,3167.964,8918.598,5859.312,5584.207
"ENSMUSG00000001419.17","Mef2d",2759.412,2352.091,1915.703,2748.221,2273.949,2581.305,3048.79,2385.042,2130.009,3126.181,2159.387,2875.051
"ENSMUSG00000001420.13","Tmem79",2771.208,2881.803,2348.95,2142.93,1953.571,1545.265,2301.349,3453.546,2901.034,1987.151,2192.636,1701.929
"ENSMUSG00000001424.14","Snd1",9218.991,9717.387,9994.973,4116.897,5854.019,8249.921,12753.59,18236.286,14284.906,5722.734,6862,10638.533
"ENSMUSG00000001435.15","Col18a1",18174.827,15324.754,13615.689,26144.574,30871.703,30782.758,22868.193,16432.09,12820.767,39159.169,37787.366,43232.112
"ENSMUSG00000001436.15","Slc19a1",893,1276.007,1125,911.999,538,666,775.103,1556,1492.367,886.001,463.999,783.426
"ENSMUSG00000001440.5","Kpnb1",14809.35,18886.755,20508.225,15015.995,14267.482,18086.977,17565.85,25927.27,25821.658,17837.864,14687.601,21909.747
"ENSMUSG00000001441.13","Npepps",5698.727,4720.956,5319.343,5702.237,4906.082,4680.929,5560.339,5267.53,5694.859,5734.646,4382,5795.136
"ENSMUSG00000001444.2","Tbx21",1,2,3,0,0,0,5,2,2,0,2,2
"ENSMUSG00000001445.10","Mrpl10",2846,1886.597,1818.831,2795.882,1992,1855.69,2295.531,2194.685,2011,3024.965,2123.712,2112
"ENSMUSG00000001467.5","Cyp51",3057,6433.978,5562.787,1396.651,3336,3449.881,3060.06,9169.076,7808.01,1378,3433,3928.437
"ENSMUSG00000001472.17","Tcf25",6942.999,5839.993,6022.998,6900.447,5071.128,5875.983,7213.181,7531.772,7183.979,7699.842,5789.264,6970.393
"ENSMUSG00000001473.7","Tubb6",9024.367,10673.592,11202.387,6914.958,8295.181,10419.97,8931.159,15027.839,13256.032,8256.461,11765.404,11958
"ENSMUSG00000001482.15","Def8",2473.676,2328,2245,1714.001,1458,1442.998,2540.566,3065,2731.687,1942.001,2186,1939.999
"ENSMUSG00000001493.9","Meox1",8,0,4,4,0,1,2,0,4,4,5,8
"ENSMUSG00000001494.6","Sost",3,2,4,1,1,3,1,0,8,10,0,11
"ENSMUSG00000001496.15","Nkx2-1",0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000001497.18","Pax9",47,21,47,7,2,9,40,43,58,23,5,23
"ENSMUSG00000001504.10","Irx2",4198,3044.011,2187.1,2221.001,1836,2082,8408.594,6270.313,4384.999,2930,2307,3039.438
"ENSMUSG00000001506.10","Col1a1",110,78,129,163,120,230,46,57,69,258,222.588,298
"ENSMUSG00000001507.16","Itga3",11400.431,14829.538,21749.066,21221.375,17053.38,25281.311,13740.144,13194.471,13631.387,25156.721,15518.983,28672.26
"ENSMUSG00000001508.15","Sgca",14,13,13,7,6,10,17,18,11,11,14,15
"ENSMUSG00000001510.8","Dlx3",223,83,73,56,24,11,0,4,10,11,11,11
"ENSMUSG00000001517.14","Foxm1",2440,3436.162,3160,278,1369,2088.996,2996.029,3710.999,3716.096,626.001,2287.001,2717.299
"ENSMUSG00000001518.12","Itfg2",825.987,510.999,493.997,821.998,432.001,575,988,684.051,564.001,1091.001,535,615
"ENSMUSG00000001520.12","Nrip2",46,16,47.999,29,39,22.999,36,10,18.15,63,16,43
"ENSMUSG00000001521.12","Tulp3",1519,1145,1266.883,1653,1224,1306,1450,1253,1239,1765,1295,1865
"ENSMUSG00000001524.14","Gtf2h4",763,624,647,705,473,432,670,898,721.394,790.893,593,591.007
"ENSMUSG00000001525.10","Tubb5",37600.008,42109.821,47691.792,23350.114,26018.086,35708.724,41278.758,56800.569,54068.841,30301.939,35066.12,42696.946
"ENSMUSG00000001542.7","Ell2",1635,1927,1804,1380.051,1485.257,1518,1498,1694.999,1804.974,1594,1507,1732
"ENSMUSG00000001552.14","Jup",29614.581,22985.764,19907.975,35899.341,27848.339,24894.882,22808.577,21143.344,18907.92,40971.732,29461.484,30828.401
"ENSMUSG00000001555.10","Fkbp10",13,22,21,7.271,12.572,14.51,13,12.555,14,17.856,20.229,27
"ENSMUSG00000001558.5","Klhl10",0,10,1,2,0,4,4,0,6,0,4,2
"ENSMUSG00000001566.9","Mnx1",4,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000001569.10","Nom1",1412,1501.999,1309,1405.635,1199,1266,1453.099,1810,1728,1476,1217.057,1660.067
"ENSMUSG00000001576.15","Ergic1",4339.999,5063.62,6034.049,3730.28,3412.001,4702.999,4863.277,5961.146,6654.778,4914.016,3992,5449.636
"ENSMUSG00000001583.13","Tnk1",1656.033,1416.264,1061.314,1718.912,1221.726,1086.275,1630.896,1501.192,1239.032,1730.65,1343.705,1212.558
"ENSMUSG00000001588.12","Acap1",43,74,65,90,79,133,23,41,24,67,88,123.999
"ENSMUSG00000001604.14","Tcea3",34,46,59,13,30,64,11,22,23,20,35,25
"ENSMUSG00000001622.15","Csn3",75,87,54,20,19,67,6022.911,7646.094,3855,24,22,60
"ENSMUSG00000001627.12","Ifrd1",3114.123,2587.417,2661.997,4698.482,2608.857,3407.157,2974.079,2997.878,2793.58,5772.583,2824.952,3739.453
"ENSMUSG00000001630.13","Stk38l",1527.854,1244.308,1100.954,1668,1295.806,1066,1787.022,1399.664,1187.145,1760,1202.006,1309
"ENSMUSG00000001632.16","Brpf1",2073.183,1605.998,1524.999,1749.999,1415.028,1671,2465.168,2204,1766.969,2375.981,1555,2007.176
"ENSMUSG00000001642.18","Akr1b3",1946.874,2178.453,3106.001,2141.701,2037.975,3774.021,1824.245,2658.134,2695.992,2258.447,2205.861,3510.724
"ENSMUSG00000001655.6","Hoxc13",0,0,0,0,0,0,0,0,0,0,7,0
"ENSMUSG00000001656.3","Hoxc11",0,0,0,0,0,2,3,0,2,1,0,0
"ENSMUSG00000001657.7","Hoxc8",2,1,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000001661.5","Hoxc6",0,0,1,0,0,1,2,2,4,0,1,1
"ENSMUSG00000001663.10","Gstt1",33,6,10,9,3,16,195,116,44,10,8,12
"ENSMUSG00000001665.11","Gstt3",1364.815,880.636,758.012,858,729.496,545,5654.948,2950.945,1458,1035.552,1059.036,766.25
"ENSMUSG00000001666.8","Ddt",816.899,547.757,340,608,362,376,976.947,1146,622.172,762,475.82,409.54
"ENSMUSG00000001670.13","Tat",7,0,0,2,0,5,0,0,0,0,0,6
"ENSMUSG00000001672.14","Marveld3",1761,1114,875,806.001,618,440,2052.924,1907.083,1539,984,652,500
"ENSMUSG00000001674.11","Ddx18",2798.46,2240.562,2610.72,2805.856,1754.851,2197.297,2802.311,3313.031,2922.208,3368.453,1968.183,2593.954
"ENSMUSG00000001687.15","Ubl3",4614,2603.418,2982,4549,3052,3169.434,3179.073,2070.001,2218.794,5305.875,2783,3165
"ENSMUSG00000001700.10","Gramd3",668,447,338,439.006,354,304,548.074,341,338,552,388,437
"ENSMUSG00000001707.8","Eef1e1",1436,1409,1536.483,1734,1103.999,1621,1524.086,2050,1794.017,2214.379,1138,1668
"ENSMUSG00000001729.14","Akt1",14389.436,14032.932,14377.961,15283.954,12719.846,14251.1,12133.675,15279.819,14787.224,18210.048,13733.001,16332.764
"ENSMUSG00000001739.14","Cldn15",0,0,2,6,0,0,0,1,3,3,4,1
"ENSMUSG00000001741.12","Il16",16.746,4,1,0,5,0,4,7,4,4,6,6.881
"ENSMUSG00000001750.16","Tcirg1",3895.001,2652.872,2624.001,2929.039,2377.564,2094,4041.587,3140.455,2464,3650.999,2761.811,2792.021
"ENSMUSG00000001751.9","Naglu",2220,919,924,2380,1272,1265,1806,936,821,2760,1352,1554
"ENSMUSG00000001755.12","Coasy",1600,1258,1237,2041,1292,1235,1365.001,1650.94,1283,2240.999,1167,1283.763
"ENSMUSG00000001761.7","Smo",3251,4311.907,4014.172,4128.017,3840,3515.705,3100,3584,3570.07,4709,4391.029,4238.258
"ENSMUSG00000001763.14","Tspan33",615,281.999,136,166.016,147,99,331,292.663,280.001,154,169,73
"ENSMUSG00000001767.5","Crnkl1",2049,1468,1604,2143.002,1602,1613,1578,1415.715,1409.458,2619,1650,1916
"ENSMUSG00000001768.16","Rin2",8052,6073.856,5176.999,4350.999,4176.999,3415.359,10543.358,7668.985,6145.465,6076,5442.575,4963.999
"ENSMUSG00000001773.14","Folh1",0,7,5,0,4,0,5,0,3,0,0,0
"ENSMUSG00000001774.8","Chordc1",3133.861,2813.001,3225.001,3011,2674,3769.01,3264,3255.543,3388.484,3922.799,3004,4160
"ENSMUSG00000001783.3","Rtcb",5762.712,5057,5092.537,5548.196,4172,4894.558,5686.348,6189.157,5778.488,6725,4895.353,5646.779
"ENSMUSG00000001785.13","Pwp1",1353,1514,1324,1806.004,1162.001,1300.33,1853,2401.287,2052.108,2216.025,1319.852,1789.52
"ENSMUSG00000001786.14","Fbxo7",1135.182,666.068,614.926,1396.992,841.566,784.227,836.531,645.045,576.831,1560.448,849.171,764.152
"ENSMUSG00000001794.13","Capns1",14958.102,11482.685,12373.804,20215.206,13892.458,16297.003,15051.206,15350.539,12809.959,22437.577,16154.764,18160.716
"ENSMUSG00000001802.16","Lrp3",3,2,11,0,6,4,1,3,1,5,4,3
"ENSMUSG00000001804.9","Dsg4",5,1,0,6,2,0,0,0,0,1,0,0
"ENSMUSG00000001815.15","Evx2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001819.4","Hoxd13",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000001823.5","Hoxd12",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001827.12","Folr1",1137,566,215,153,123,60,1141.044,760.309,400,87,87,68
"ENSMUSG00000001829.17","Clpb",2445.001,2026.897,1743,1619,1424,1370,1998.014,2281.505,2050.227,1711.001,1602.962,1627.14
"ENSMUSG00000001833.17","Septin7",5160.156,5541.768,6881.249,5513.585,5093.046,6645.572,5911.584,6455.98,7035.351,6637.057,5174.516,7646.265
"ENSMUSG00000001844.10","Zdhhc4",1165.999,674,674.031,1056.999,678,641,790.154,682,612,1186,896.285,689.887
"ENSMUSG00000001847.14","Rac1",15126.784,12885.343,13923.349,13042.041,11389.886,11771.924,14525.204,13954.372,16000.435,15933.756,11282.599,14027.954
"ENSMUSG00000001855.15","Nup214",2122,2704,2457.823,2205,2314.949,2377.989,2448.941,3145.684,2983.074,2493.973,2069,2661.007
"ENSMUSG00000001864.13","Aif1l",138,183,250.024,386,265.999,413.001,72,45,129,327,198,513
"ENSMUSG00000001865.2","Cpa3",1,0,1,0,0,2,1,0,1,1,0,0
"ENSMUSG00000001870.16","Ltbp1",2310.065,3518.055,4046.154,1368,2195.968,4386.133,6346.122,8659.497,7554.158,2160.006,1966.001,5381.008
"ENSMUSG00000001891.16","Ugp2",4657.999,3070.988,2367.076,1934,1525,1423.055,3964.882,3664.938,3268.035,2257,1830,1760
"ENSMUSG00000001901.15","Kcnh6",0,0,1,0,0,1,0,0,0,0,1,0
"ENSMUSG00000001909.16","Trmt1",2055.001,1519.999,1829,2958.742,1647.999,2325.987,2348.878,1918,2045.999,3491.983,1956.929,2502.998
"ENSMUSG00000001910.5","Nacc1",4131.961,4384.638,5085.062,3693.072,3724,4483.16,4904.696,5538.746,5852.685,4396.127,4035.053,5520.617
"ENSMUSG00000001911.16","Nfix",5002.921,4574.902,4309.181,2268.801,2768.974,2949.331,8004.155,7731.487,6348.624,3047.721,3233.828,4341.935
"ENSMUSG00000001918.17","Slc1a5",483,424,446,263,165,242.038,1044,1010,930.291,412,257,376.001
"ENSMUSG00000001924.15","Uba1",29552.476,26570.865,27653.568,34453.898,28901.289,28834.676,29101.755,29624.371,28953.536,38741.354,27813.287,32900.022
"ENSMUSG00000001930.17","Vwf",34,25,32,19,24,28,32,6,28,24,24,30
"ENSMUSG00000001942.8","Siae",1249.239,999.751,984.767,797.523,941.887,695.393,1213.809,841.412,897.053,900.207,1079.645,1108.955
"ENSMUSG00000001943.8","Vsig2",1,0,1,1,0,0,0,0,0,1,0,0
"ENSMUSG00000001946.14","Esam",3,6,15,16,11,29,9,6,10,23,19,21
"ENSMUSG00000001948.10","Spa17",52,15,43,39,31,10,46,35,38,47,37.522,27
"ENSMUSG00000001962.8","Fam50a",2801.917,1641,1444.289,2590.036,1510,1537,2324.238,1911.784,1441.999,2900.909,1786.032,1589
"ENSMUSG00000001964.14","Emd",3185.557,2921.142,3184.264,2801.633,2338.672,2555.295,2374.803,3006.698,2897.296,3208.716,2635.879,2765.419
"ENSMUSG00000001983.7","Taco1",613.137,424.652,408,605.684,387.679,400.166,537.116,562.411,482.706,748.048,358.667,449.871
"ENSMUSG00000001985.9","Grik3",0,1,3,0,1,0,2,0,1,0,3,3
"ENSMUSG00000001986.16","Gria3",58,42.999,67,28,30,78,98.078,43,46.001,78,36,80
"ENSMUSG00000001988.9","Npas1",13,4,12,15,9,9,9,6,9,12,3,10
"ENSMUSG00000001995.9","Sipa1l2",247,298,288,176,194,240,240,207,288,116,138,190
"ENSMUSG00000001998.15","Ap4e1",495.91,524.001,461.166,480,398,435,544,619.896,523.999,553,378,506
"ENSMUSG00000001999.15","Blvra",1359,968,1108,987,806,774,971,1366,1140,911.929,845,866.594
"ENSMUSG00000002006.12","Pdzd4",507,553,424,703.304,593,542,379,321.976,363,680,651,569
"ENSMUSG00000002007.5","Srpk3",1,2,4,4,2,4,5,4,4,6,7,3
"ENSMUSG00000002010.17","Idh3g",2952.527,2265.912,2379.123,3012.961,2167,2314,3463.003,3215.255,2920.046,2911.055,2264,2481
"ENSMUSG00000002012.13","Pnck",1,8,4,7,7,6,8,1,0,11,7,8
"ENSMUSG00000002014.12","Ssr4",2939.001,2379.001,2576.063,2804.097,1809,2651.995,2686.938,3302.016,2574.999,2859,2421.409,2364
"ENSMUSG00000002015.5","Bcap31",11557.889,7894.291,7827.888,9954.982,7755.022,7121.984,9452.855,7965.307,7223.797,10457.109,7883.45,7972.963
"ENSMUSG00000002017.10","Fam98a",1197,1218.016,1382,1235,1108.999,1202,1931.279,2085,1958,1604,1304.064,1675.09
"ENSMUSG00000002020.15","Ltbp2",38177.217,32746.84,25918.24,24879.735,32341.519,31271.498,14401.86,7693.202,10677.856,32082.514,34756.046,37142.729
"ENSMUSG00000002028.13","Kmt2a",1042,963.046,1466,1388,1174,1831.183,1885.317,1212,1351.039,1452,979,1840
"ENSMUSG00000002031.13","Ift46",1651.488,1043.437,1171.172,1439.999,1113.998,1311.001,1268.001,872.998,936.067,1924,1222,1532
"ENSMUSG00000002032.17","Tmem25",55,33,30,19,21,20,49,14,23,15,19,18
"ENSMUSG00000002033.14","Cd3g",2,4,1,0,0,2,0,0,0,0,0,1
"ENSMUSG00000002043.17","Trappc6a",2141.742,1156.999,1115.506,1854.008,1315,1194.651,1146,966.001,752,1985.001,1463.001,1127
"ENSMUSG00000002052.6","Supt6",5637.527,5174.742,4719.331,5432.871,4307.323,4828.778,7093.098,6548.406,5763.976,6169.093,4172.423,5762.752
"ENSMUSG00000002055.9","Spag5",1883.057,2512,2160,298,1176.989,1376.999,2078.001,2626.161,2528.999,482.999,1758,1955
"ENSMUSG00000002057.4","Foxn1",1,2,2,3,4,4,2,4,0,5,8,16
"ENSMUSG00000002058.13","Unc119",500,383,357,614,419,461,444,342,296,845.94,551,585
"ENSMUSG00000002059.18","Rab34",2228,1741,1647.999,2400.999,1821,2212.253,1840.606,1729.097,1450.931,2764,2052.843,2316
"ENSMUSG00000002064.10","Sdf2",2688.47,1664.474,1742.817,2464.165,1805.315,1802.222,1808.383,1807.389,1477.48,3157.134,1925.734,1975.119
"ENSMUSG00000002068.16","Ccne1",635,1000,867.665,215,309,434,703,1189.283,1139,303,681,738
"ENSMUSG00000002076.12","Hsf2bp",34,34,29,2,16,18,7,24,12,12,8,7
"ENSMUSG00000002083.13","Bbc3",2074,715,673.004,2166.714,1091.001,1099,1594.866,820,573,2625.232,1374.073,1505
"ENSMUSG00000002100.15","Mybpc3",75,80,98,59,116,106,80,98,92,102,106,148
"ENSMUSG00000002102.15","Psmc3",10170.001,7679.137,7993.244,9238.424,6292.689,7500.002,7845.536,8690.281,7741.103,10207.635,7584.401,8015.331
"ENSMUSG00000002103.16","Acp2",2544.485,1430.853,1293.426,2437.061,1626.64,1383.717,2195.419,1147.792,977.394,2655.079,1781.834,1630.151
"ENSMUSG00000002104.11","Rapsn",332,81,42,46,34,23,80,19,31,105,41,27
"ENSMUSG00000002105.15","Slc39a13",1092,889,916,1061.949,1091.999,1154.791,625,435.999,471,1069,981.984,1216.236
"ENSMUSG00000002107.18","Celf2",1941.98,1903.999,1612,540,787.001,549,2420.989,1942.328,2209,928,879,991.998
"ENSMUSG00000002108.10","Nr1h3",331,277,246.999,324,236,109.001,212,249.999,193,282,287,131
"ENSMUSG00000002109.14","Ddb2",294.727,222.147,197.61,153.939,153.999,138.282,202.357,242.209,199.606,264.943,213.212,195.849
"ENSMUSG00000002111.8","Spi1",5,0,1,1,2,2,2,4,1,1,1,8
"ENSMUSG00000002129.11","Sf3a1",4543.628,4743.444,4621,4296.745,3824,4302,5033,5964.741,5643.182,4477.261,3866,5141.234
"ENSMUSG00000002147.18","Stat6",5457.001,4630.359,4486.006,5300.011,4111.522,3903.765,5790.631,5417.167,4685.782,5775.173,4440.442,4612.208
"ENSMUSG00000002190.13","Clgn",1,0,1,1,0,3,0,1,0,1,1,7
"ENSMUSG00000002204.9","Napsa",0,0,3,0,1,0,4,1,0,5,0,2
"ENSMUSG00000002205.16","Vrk3",691.229,534.999,527,485.046,422.999,628,987.259,907.068,834.044,792,547.001,702.999
"ENSMUSG00000002210.11","Smg9",964,545,575,1260,558,715,1002,725,575,1321.102,627.343,914
"ENSMUSG00000002221.11","Paxip1",1086.02,1238.087,1194.051,967.001,926.999,807,1694.362,1754.009,1683,1220,1055.999,956.001
"ENSMUSG00000002222.14","Rmnd5a",3877.49,2728,2163.51,2958,2536,2233,4318.4,2830.008,2621.088,3458,2586,2624.186
"ENSMUSG00000002227.15","Mov10",1011,1063.997,1254.999,587.032,786.001,1096,2141.955,2176.999,1642.926,854.999,897.994,1344
"ENSMUSG00000002228.7","Ppm1j",151,117,107,371,230,190,251,153,101,447,221,225
"ENSMUSG00000002233.13","Rhoc",13063.534,8794.097,9008.967,14867.001,9083.83,9801.375,9976.582,10403.812,7617.435,17165.394,10772.064,11081.317
"ENSMUSG00000002240.12","Prr27",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002249.21","Tead3",1304,1081,754.999,960.001,921.001,851.573,1077,782.437,728,1034.999,1132,1070.001
"ENSMUSG00000002250.16","Ppard",1534.999,1516,1365,1518,1409.699,1306.001,1934.805,1820.001,1636.031,1848,1408.001,1571
"ENSMUSG00000002257.8","Def6",1800.314,1229.805,1140.894,1443.963,1153.321,1226.481,1962.896,1496.554,1268.57,1745.519,1372.479,1513.435
"ENSMUSG00000002265.17","Peg3",70,137,70,65,149,77,102,145,171,79.001,126,123
"ENSMUSG00000002266.17","Zim1",2,14,11,5,9,6,14,19,27,9,16,16
"ENSMUSG00000002274.13","Metrn",318.001,401,498.999,129,172.001,349.999,315.587,510.001,455,161,262.001,364
"ENSMUSG00000002279.19","Lmf1",953.999,559,573.824,798,659,523,1178.904,937,782.999,1139,679.001,680.94
"ENSMUSG00000002280.11","Ciao3",1226.014,809.633,760.015,1032.483,793.423,719.566,901.268,941.704,840.833,993.633,722.562,801.62
"ENSMUSG00000002289.16","Angptl4",779,811,1343,1199,1412,1935,384,222,430,1977,1880,2735
"ENSMUSG00000002297.16","Dbf4",2083,2826.992,2475.999,1070,1484,1967.001,2292,2909,2823.777,1507.999,2172.529,2220.001
"ENSMUSG00000002307.16","Daxx",1590,1301,1161.63,1210,1063,1110.067,1858.001,1724.997,1545.776,1501.605,1061,1199
"ENSMUSG00000002308.16","Cd320",444,430.001,369,648,390,474.999,345,669,444,742.001,513,499
"ENSMUSG00000002319.16","Ipo4",3433.963,3658.033,3309.019,3736.659,2105.939,2493.022,4366.732,5614.336,5051.103,3900.565,1973.821,2925.999
"ENSMUSG00000002320.15","Tm9sf1",5310.616,4785.885,4335.813,4296.769,3832.793,3576.855,4697.142,5680.135,5010.606,4534.979,4337.353,4172.804
"ENSMUSG00000002324.8","Rec8",0,0,0,1,1,1,0,1,0,0,0,0
"ENSMUSG00000002325.15","Irf9",3200.934,1539,1595.395,1191.254,676,727.001,4578.001,3087.075,2137,1932.001,805.025,1263.999
"ENSMUSG00000002326.6","Gmpr2",748.755,798.818,881.06,920.164,809.686,781.145,787.621,1163.054,1103.011,1123.533,774.268,967.537
"ENSMUSG00000002329.7","Mdp1",1155,666.698,682.256,1164.001,702,769,1078,948.071,745,1335,841,860
"ENSMUSG00000002332.16","Dhrs1",5058.146,4232.394,3591.907,3050,2652,2121,2969.948,3159.413,3310.99,3400.994,3122,2408
"ENSMUSG00000002341.8","Ncan",5,5,1,8,0,0,1,0,0,0,1,0
"ENSMUSG00000002342.17","Tmem161a",1891,1214.001,1113,1776,1119,1106,1616.129,1289.629,1150.001,2038.093,1225,1380.757
"ENSMUSG00000002343.11","Armc6",329.689,244.41,265.006,307.087,152,250.418,325.998,534.037,452.335,410.258,263.316,309.325
"ENSMUSG00000002345.18","Borcs8",1410,954,879,1059,816.638,892.886,971.258,855.001,740,1230,915,919.007
"ENSMUSG00000002346.16","Slc25a42",226,150,119,248.081,162,153,185,106,120.001,262,226,241
"ENSMUSG00000002365.10","Snx9",2670,2314.175,2714.213,2670.084,2428,3127.019,2981.928,2511.442,2532,3636.226,2521,3895.014
"ENSMUSG00000002372.9","Ranbp3",4034.001,3325.662,3066.001,3272.763,2441.276,2910.999,3551.927,3900.96,3523.766,3883.26,2696,3342
"ENSMUSG00000002379.7","Ndufa11",3622.001,2217.994,2147,2784,1754,1884.991,2351.606,2702.021,2074.954,3011,2434,1794.988
"ENSMUSG00000002384.2","Bmp8b",0,0,0,1,4,7,2,0,0,7,2,0
"ENSMUSG00000002393.14","Nr2f6",4296.366,2905.65,2754.145,3579.431,2753.348,3168.065,3370.486,3572.763,3341.152,4222.319,3251.985,4010.547
"ENSMUSG00000002395.14","Use1",2387.865,1301.999,1381,2392.862,1166.001,1563,1661.446,1273,979,2559.998,1630,1445.001
"ENSMUSG00000002396.8","Ocel1",546.386,449.35,388.855,507.709,415.652,354.934,574.081,568.247,453.846,519.684,421.014,407.454
"ENSMUSG00000002409.18","Dyrk1b",959,464,303,807.991,610,489,631.397,251,195,776,626,486
"ENSMUSG00000002413.15","Braf",684,711.693,710,651,664,657,1031,867.003,878,730,589,807
"ENSMUSG00000002416.13","Ndufb2",1563,888.307,848.999,957.001,645.503,566,1048,1202.001,894,1050.001,741,653
"ENSMUSG00000002428.12","Hltf",1247.109,1310.187,1124.001,909,1092,990,1294.996,1238,1074.99,986,1098,1194
"ENSMUSG00000002455.14","Prpf6",4131.574,2933,2958.879,3568,2554,2719,4011.786,3134.294,2979,4205.109,2844.016,3323.811
"ENSMUSG00000002458.13","Rgs19",765,760.999,756,1071.445,747.032,868.999,1063,1005.999,978.237,1355.001,963.999,1017.999
"ENSMUSG00000002459.17","Rgs20",359,353.001,317.001,206,264,171,456,588.19,455.999,304,244.001,266.247
"ENSMUSG00000002475.16","Abhd3",214,170,182,196,244,154,132,77,62,258,275,223
"ENSMUSG00000002477.5","Snrpd1",1836.808,2110.988,2494.922,1707.922,1381.918,2037.507,2108.851,3104.73,2787.775,2242.893,1832.879,2239.088
"ENSMUSG00000002486.15","Tchp",229,232,163,295,174,184,390,211.979,204,361,271,332.963
"ENSMUSG00000002489.16","Tiam1",1626.001,1387,1071.999,514,848,406,788.228,845.007,925,407.001,734.456,466
"ENSMUSG00000002496.10","Tsc2",2526.571,2238.443,2133.195,2417.632,2214.69,2143.927,3213.386,2795.418,2451.293,2646.538,2470.329,2433.803
"ENSMUSG00000002500.15","Rpl3l",17,28,20,15,28,29,17,19,26,15,18,24
"ENSMUSG00000002504.15","Slc9a3r2",1008,727,589.006,698,553,544,1170.506,1357,1017,855,642,668
"ENSMUSG00000002524.17","Puf60",6124.665,4015.819,4173,5858.999,3674.231,4215.585,5753.286,5663.005,4882.838,6437.169,4074.924,4915.264
"ENSMUSG00000002546.17","Golga2",3052,2193.324,1986.71,2684,1971,2001.009,3172.715,2699.147,2379,3199.632,1999.03,2257.19
"ENSMUSG00000002550.16","Uck1",1638,1273.103,1266,1678.451,1278,1143.828,1521,1289.537,1071,2306.108,1615,1528.001
"ENSMUSG00000002565.16","Scin",354.343,457,495,407,534,502,308,247,300,309,565,504
"ENSMUSG00000002578.18","Ikzf4",3,9,0,21,4,0,4,10,6,8,8,11
"ENSMUSG00000002580.7","Mien1",1893.987,1099.13,939.976,2054.527,1087.018,1095,1047,1257.992,837.971,2064,1187.752,1072
"ENSMUSG00000002588.13","Pon1",0,0,1,0,0,0,0,0,0,4,0,0
"ENSMUSG00000002602.16","Axl",12000.562,9722.028,11318.087,7797.533,7687,11110.666,7733.067,4497.191,5877.813,7864.027,6584.021,11427.74
"ENSMUSG00000002603.15","Tgfb1",3475.137,1972,1649,3263.275,2526.939,2310,4221.149,2881,1841,4330.001,2973.106,2962
"ENSMUSG00000002608.8","Ccdc97",2228.998,1768.001,1679.999,2702.07,2074,1777,2194.115,1841.031,1660.999,2807.782,1907,2147
